INDEX,COMPANY,DATE,DAYS,FREQUENCY,PRICE,AMOUNT,LAT,LONG,HALAL SOURCES IDENTIFIED,HALAL SUPPLY CHAIN USAGE DEFINED,FOLLOW HTM
520,COMP1,31/1/2020,123,2,29,58,3.2195,101.623,0,1,0
521,COMP1,1/2/2020,124,1,29,29,3.2195,101.6229,0,1,0
522,COMP1,2/2/2020,125,1,29,29,3.2195,101.6227,0,0,0
523,COMP1,3/2/2020,126,1,29,29,3.2195,101.6226,1,0,0
524,COMP1,4/2/2020,127,1,29,29,3.2195,101.6226,0,0,0
525,COMP1,5/2/2020,128,1,29,29,3.2195,101.623,0,1,0
526,COMP1,6/2/2020,129,1,29,29,3.2195,101.6226,1,1,1
527,COMP1,7/2/2020,130,1,29,29,3.2195,101.623,0,0,0
528,COMP1,8/2/2020,131,2,29,58,3.2195,101.623,1,1,1
529,COMP1,9/2/2020,132,1,29,29,3.2195,101.6231,0,0,0
530,COMP1,10/2/2020,133,2,29,58,3.2195,101.6226,0,1,0
531,COMP1,11/2/2020,134,2,29,58,3.2195,101.6229,1,1,1
532,COMP1,12/2/2020,135,1,29,29,3.2195,101.6226,0,0,0
533,COMP1,13/2/2020,136,1,29,29,3.2195,101.6227,1,0,0
534,COMP1,14/2/2020,137,1,29,29,3.2195,101.623,1,1,1
535,COMP1,15/2/2020,138,1,29,29,3.2195,101.623,1,1,1
536,COMP1,16/2/2020,139,2,29,58,3.2195,101.6228,1,0,0
537,COMP1,17/2/2020,140,1,29,29,3.2195,101.6226,1,1,1
538,COMP1,18/2/2020,141,2,29,58,3.2195,101.6226,1,0,0
539,COMP1,19/2/2020,142,2,29,58,3.2195,101.6227,1,0,0
540,COMP1,20/2/2020,143,2,29,58,3.2195,101.6231,0,1,0
541,COMP1,21/2/2020,144,2,29,58,3.2195,101.6227,0,0,0
542,COMP1,22/2/2020,145,1,29,29,3.2195,101.6227,1,1,1
543,COMP1,23/2/2020,146,1,29,29,3.2195,101.6231,1,1,1
544,COMP1,24/2/2020,147,2,29,58,3.2195,101.6228,1,1,1
545,COMP1,25/2/2020,148,2,29,58,3.2195,101.6228,0,0,0
546,COMP1,26/2/2020,149,1,29,29,3.2195,101.6226,0,0,0
547,COMP1,27/2/2020,150,1,29,29,3.2195,101.6226,0,0,0
548,COMP1,28/2/2020,151,2,29,58,3.2195,101.6231,1,0,0
549,COMP1,29/2/2020,152,2,29,58,3.2195,101.6227,1,0,0
550,COMP1,1/3/2020,153,6,29,174,3.2195,101.6229,0,1,0
551,COMP1,2/3/2020,154,9,29,261,3.2195,101.6227,0,1,0
552,COMP1,3/3/2020,155,9,29,261,3.2195,101.6228,1,1,1
553,COMP1,4/3/2020,156,9,29,261,3.2195,101.6227,0,1,0
554,COMP1,5/3/2020,157,5,29,145,3.2195,101.6226,0,1,0
555,COMP1,6/3/2020,158,10,29,290,3.2195,101.6226,0,1,0
556,COMP1,7/3/2020,159,11,29,319,3.2195,101.6227,0,0,0
557,COMP1,8/3/2020,160,8,29,232,3.2195,101.6229,1,1,1
558,COMP1,9/3/2020,161,10,29,290,3.2195,101.6229,1,1,1
559,COMP1,10/3/2020,162,5,29,145,3.2195,101.6226,0,0,0
560,COMP1,11/3/2020,163,3,29,87,3.2195,101.6227,1,1,1
561,COMP1,12/3/2020,164,11,29,319,3.2195,101.6226,0,0,0
562,COMP1,13/3/2020,165,9,29,261,3.2195,101.6231,0,1,0
563,COMP1,14/3/2020,166,5,29,145,3.2195,101.623,0,1,0
564,COMP1,15/3/2020,167,10,29,290,3.2195,101.6229,0,1,0
565,COMP1,16/3/2020,168,6,29,174,3.2195,101.6226,0,0,0
566,COMP1,17/3/2020,169,7,29,203,3.2195,101.6229,0,0,0
567,COMP1,18/3/2020,170,3,29,87,3.2195,101.6228,1,0,0
568,COMP1,19/3/2020,171,5,29,145,3.2195,101.6226,0,0,0
569,COMP1,20/3/2020,172,6,29,174,3.2195,101.623,0,0,0
570,COMP1,21/3/2020,173,2,29,58,3.2195,101.6227,1,0,0
571,COMP1,22/3/2020,174,5,29,145,3.2195,101.6231,1,1,1
572,COMP1,23/3/2020,175,11,29,319,3.2195,101.6228,1,1,1
573,COMP1,24/3/2020,176,9,29,261,3.2195,101.6227,1,0,0
574,COMP1,25/3/2020,177,2,29,58,3.2195,101.6226,0,1,0
575,COMP1,26/3/2020,178,1,29,29,3.2195,101.6231,0,0,0
576,COMP1,27/3/2020,179,1,29,29,3.2195,101.6226,1,1,1
577,COMP1,28/3/2020,180,3,29,87,3.2195,101.6228,1,1,1
578,COMP1,29/3/2020,181,4,29,116,3.2195,101.6231,1,0,0
579,COMP1,30/3/2020,182,8,29,232,3.2195,101.6228,0,1,0
580,COMP1,31/3/2020,183,6,29,174,3.2195,101.6228,1,0,0
581,COMP1,1/4/2020,184,13,29,377,3.2195,101.6227,0,1,0
582,COMP1,2/4/2020,185,13,29,377,3.2195,101.6229,0,0,0
583,COMP1,3/4/2020,186,8,29,232,3.2195,101.6227,0,0,0
584,COMP1,4/4/2020,187,7,29,203,3.2195,101.6228,1,1,1
585,COMP1,5/4/2020,188,5,29,145,3.2195,101.6227,1,1,1
586,COMP1,6/4/2020,189,8,29,232,3.2195,101.6226,1,1,1
587,COMP1,7/4/2020,190,16,29,464,3.2195,101.6226,0,1,0
588,COMP1,8/4/2020,191,9,29,261,3.2195,101.623,0,1,0
589,COMP1,9/4/2020,192,1,29,29,3.2195,101.6228,1,1,1
590,COMP1,10/4/2020,193,5,29,145,3.2195,101.6227,1,0,0
591,COMP1,11/4/2020,194,3,29,87,3.2195,101.6227,0,0,0
592,COMP1,12/4/2020,195,12,29,348,3.2195,101.6229,0,1,0
593,COMP1,13/4/2020,196,5,29,145,3.2195,101.6231,1,1,1
594,COMP1,14/4/2020,197,9,29,261,3.2195,101.6229,1,1,1
595,COMP1,15/4/2020,198,3,29,87,3.2195,101.6228,0,0,0
596,COMP1,16/4/2020,199,7,29,203,3.2195,101.6228,0,1,0
597,COMP1,17/4/2020,200,7,29,203,3.2195,101.623,0,1,0
598,COMP1,18/4/2020,201,9,29,261,3.2195,101.6228,1,0,0
599,COMP1,19/4/2020,202,9,29,261,3.2195,101.6228,1,1,1
600,COMP1,20/4/2020,203,12,29,348,3.2195,101.6231,0,0,0
601,COMP1,21/4/2020,204,12,29,348,3.2195,101.6226,1,0,0
602,COMP1,22/4/2020,205,12,29,348,3.2195,101.6228,1,0,0
603,COMP1,23/4/2020,206,5,29,145,3.2195,101.6231,0,0,0
604,COMP1,24/4/2020,207,12,29,348,3.2195,101.6226,1,1,1
605,COMP1,25/4/2020,208,1,29,29,3.2195,101.6229,1,1,1
606,COMP1,26/4/2020,209,1,29,29,3.2195,101.623,0,1,0
607,COMP1,27/4/2020,210,7,29,203,3.2195,101.6228,0,1,0
608,COMP1,28/4/2020,211,2,29,58,3.2195,101.6227,1,0,0
609,COMP1,29/4/2020,212,12,29,348,3.2195,101.6227,1,0,0
610,COMP1,30/4/2020,213,11,29,319,3.2195,101.623,0,1,0
611,COMP1,1/5/2020,214,42,29,1218,3.2195,101.6226,0,0,0
612,COMP1,2/5/2020,215,43,29,1247,3.2195,101.6231,1,0,0
613,COMP1,3/5/2020,216,43,29,1247,3.2195,101.6228,1,0,0
614,COMP1,4/5/2020,217,68,29,1972,3.2195,101.6228,1,1,1
615,COMP1,5/5/2020,218,33,29,957,3.2195,101.6231,1,1,1
616,COMP1,6/5/2020,219,36,29,1044,3.2195,101.6226,1,0,0
617,COMP1,7/5/2020,220,65,29,1885,3.2195,101.623,1,1,1
618,COMP1,8/5/2020,221,61,29,1769,3.2195,101.6231,0,0,0
619,COMP1,9/5/2020,222,8,29,232,3.2195,101.6226,1,1,1
620,COMP1,10/5/2020,223,65,29,1885,3.2195,101.623,1,1,1
621,COMP1,11/5/2020,224,29,29,841,3.2195,101.6226,1,0,0
622,COMP1,12/5/2020,225,61,29,1769,3.2195,101.6227,0,0,0
623,COMP1,13/5/2020,226,7,29,203,3.2195,101.6231,0,0,0
624,COMP1,14/5/2020,227,68,29,1972,3.2195,101.623,1,1,1
625,COMP1,15/5/2020,228,51,29,1479,3.2195,101.6226,0,1,0
626,COMP1,16/5/2020,229,2,29,58,3.2195,101.623,0,1,0
627,COMP1,17/5/2020,230,4,29,116,3.2195,101.6226,1,0,0
628,COMP1,18/5/2020,231,35,29,1015,3.2195,101.623,0,0,0
629,COMP1,19/5/2020,232,28,29,812,3.2195,101.6231,1,1,1
630,COMP1,20/5/2020,233,5,29,145,3.2195,101.6226,1,0,0
631,COMP1,21/5/2020,234,59,29,1711,3.2195,101.6229,0,0,0
632,COMP1,22/5/2020,235,7,29,203,3.2195,101.6228,0,1,0
633,COMP1,23/5/2020,236,2,29,58,3.2195,101.6228,0,0,0
634,COMP1,24/5/2020,237,6,29,174,3.2195,101.6226,1,1,1
635,COMP1,25/5/2020,238,39,29,1131,3.2195,101.6228,0,1,0
636,COMP1,26/5/2020,239,34,29,986,3.2195,101.6231,1,0,0
637,COMP1,27/5/2020,240,42,29,1218,3.2195,101.6228,1,0,0
638,COMP1,28/5/2020,241,68,29,1972,3.2195,101.6228,0,1,0
639,COMP1,29/5/2020,242,64,29,1856,3.2195,101.6228,0,0,0
640,COMP1,30/5/2020,243,29,29,841,3.2195,101.6231,1,1,1
641,COMP1,31/5/2020,244,52,29,1508,3.2195,101.6228,0,1,0
642,COMP1,1/6/2020,245,33,29,957,3.2195,101.6228,1,1,1
643,COMP1,2/6/2020,246,71,29,2059,3.2195,101.6229,0,0,0
644,COMP1,3/6/2020,247,109,29,3161,3.2195,101.6228,1,1,1
645,COMP1,4/6/2020,248,109,29,3161,3.2195,101.6228,1,0,0
646,COMP1,5/6/2020,249,99,29,2871,3.2195,101.623,1,0,0
647,COMP1,6/6/2020,250,24,29,696,3.2195,101.6229,1,0,0
648,COMP1,7/6/2020,251,23,29,667,3.2195,101.6231,0,1,0
649,COMP1,8/6/2020,252,120,29,3480,3.2195,101.6227,0,1,0
650,COMP1,9/6/2020,253,52,29,1508,3.2195,101.623,0,1,0
651,COMP1,10/6/2020,254,42,29,1218,3.2195,101.6227,0,1,0
652,COMP1,11/6/2020,255,40,29,1160,3.2195,101.6227,0,0,0
653,COMP1,12/6/2020,256,71,29,2059,3.2195,101.6226,1,0,0
654,COMP1,13/6/2020,257,70,29,2030,3.2195,101.623,1,0,0
655,COMP1,14/6/2020,258,82,29,2378,3.2195,101.623,1,1,1
656,COMP1,15/6/2020,259,120,29,3480,3.2195,101.6227,0,1,0
657,COMP1,16/6/2020,260,139,29,4031,3.2195,101.6229,1,0,0
658,COMP1,17/6/2020,261,23,29,667,3.2195,101.6228,1,0,0
659,COMP1,18/6/2020,262,130,29,3770,3.2195,101.623,1,1,1
660,COMP1,19/6/2020,263,17,29,493,3.2195,101.6229,0,1,0
661,COMP1,20/6/2020,264,89,29,2581,3.2195,101.6226,0,1,0
662,COMP1,21/6/2020,265,54,29,1566,3.2195,101.6226,0,0,0
663,COMP1,22/6/2020,266,112,29,3248,3.2195,101.6227,1,1,1
664,COMP1,23/6/2020,267,127,29,3683,3.2195,101.6227,0,0,0
665,COMP1,24/6/2020,268,70,29,2030,3.2195,101.6229,0,0,0
666,COMP1,25/6/2020,269,49,29,1421,3.2195,101.6229,1,0,0
667,COMP1,26/6/2020,270,7,29,203,3.2195,101.6228,0,0,0
668,COMP1,27/6/2020,271,61,29,1769,3.2195,101.6229,0,1,0
669,COMP1,28/6/2020,272,146,29,4234,3.2195,101.6229,1,0,0
670,COMP1,29/6/2020,273,142,29,4118,3.2195,101.6228,0,0,0
671,COMP1,30/6/2020,274,73,29,2117,3.2195,101.623,1,0,0
672,COMP1,1/7/2020,275,589,29,17081,3.2195,101.6227,0,1,0
673,COMP1,2/7/2020,276,77,29,2233,3.2195,101.623,1,0,0
674,COMP1,3/7/2020,277,282,29,8178,3.2195,101.6231,1,0,0
675,COMP1,4/7/2020,278,225,29,6525,3.2195,101.6227,1,0,0
676,COMP1,5/7/2020,279,489,29,14181,3.2195,101.6227,0,1,0
677,COMP1,6/7/2020,280,109,29,3161,3.2195,101.6226,1,1,1
678,COMP1,7/7/2020,281,398,29,11542,3.2195,101.6226,0,0,0
679,COMP1,8/7/2020,282,130,29,3770,3.2195,101.6229,0,1,0
680,COMP1,9/7/2020,283,266,29,7714,3.2195,101.6229,1,0,0
681,COMP1,10/7/2020,284,607,29,17603,3.2195,101.6227,1,0,0
682,COMP1,11/7/2020,285,271,29,7859,3.2195,101.623,0,0,0
683,COMP1,12/7/2020,286,370,29,10730,3.2195,101.623,0,1,0
684,COMP1,13/7/2020,287,42,29,1218,3.2195,101.623,0,0,0
685,COMP1,14/7/2020,288,187,29,5423,3.2195,101.6231,0,1,0
686,COMP1,15/7/2020,289,461,29,13369,3.2195,101.6228,0,1,0
687,COMP1,16/7/2020,290,17,29,493,3.2195,101.6231,0,1,0
688,COMP1,17/7/2020,291,542,29,15718,3.2195,101.6231,1,1,1
689,COMP1,18/7/2020,292,282,29,8178,3.2195,101.6231,1,0,0
690,COMP1,19/7/2020,293,356,29,10324,3.2195,101.6231,0,0,0
691,COMP1,20/7/2020,294,397,29,11513,3.2195,101.623,1,1,1
692,COMP1,21/7/2020,295,432,29,12528,3.2195,101.6229,1,1,1
693,COMP1,22/7/2020,296,508,29,14732,3.2195,101.6226,0,0,0
694,COMP1,23/7/2020,297,266,29,7714,3.2195,101.6228,1,0,0
695,COMP1,24/7/2020,298,272,29,7888,3.2195,101.623,1,0,0
696,COMP1,25/7/2020,299,432,29,12528,3.2195,101.6226,0,0,0
697,COMP1,26/7/2020,300,24,29,696,3.2195,101.6227,0,1,0
698,COMP1,27/7/2020,301,489,29,14181,3.2195,101.6229,0,0,0
699,COMP1,28/7/2020,302,206,29,5974,3.2195,101.6227,1,1,1
700,COMP1,29/7/2020,303,449,29,13021,3.2195,101.6228,1,0,0
701,COMP1,30/7/2020,304,321,29,9309,3.2195,101.6229,1,0,0
702,COMP1,31/7/2020,305,523,29,15167,3.2195,101.6227,1,1,1
703,COMP1,1/8/2020,306,1,29,29,3.2195,101.623,1,1,1
704,COMP1,2/8/2020,307,1,29,29,3.2195,101.6231,1,1,1
705,COMP1,3/8/2020,308,1,29,29,3.2195,101.6229,1,0,0
706,COMP1,4/8/2020,309,1,29,29,3.2195,101.6229,0,1,0
707,COMP1,5/8/2020,310,1,29,29,3.2195,101.6228,1,1,1
708,COMP1,6/8/2020,311,1,29,29,3.2195,101.6228,1,0,0
709,COMP1,7/8/2020,312,1,29,29,3.2195,101.6228,0,0,0
710,COMP1,8/8/2020,313,1,29,29,3.2195,101.6228,1,0,0
711,COMP1,9/8/2020,314,1,29,29,3.2195,101.6231,1,1,1
712,COMP1,10/8/2020,315,1,29,29,3.2195,101.6229,0,0,0
713,COMP1,11/8/2020,316,1,29,29,3.2195,101.6231,0,1,0
714,COMP1,12/8/2020,317,1,29,29,3.2195,101.623,0,0,0
715,COMP1,13/8/2020,318,1,29,29,3.2195,101.623,1,1,1
716,COMP1,14/8/2020,319,1,29,29,3.2195,101.623,0,0,0
717,COMP1,15/8/2020,320,1,29,29,3.2195,101.6226,0,1,0
718,COMP1,16/8/2020,321,1,29,29,3.2195,101.6231,1,0,0
719,COMP1,17/8/2020,322,1,29,29,3.2195,101.6227,1,0,0
720,COMP1,18/8/2020,323,1,29,29,3.2195,101.6227,0,0,0
721,COMP1,19/8/2020,324,1,29,29,3.2195,101.623,1,0,0
722,COMP1,20/8/2020,325,1,29,29,3.2195,101.6231,0,1,0
723,COMP1,21/8/2020,326,1,29,29,3.2195,101.6231,1,0,0
724,COMP1,22/8/2020,327,1,29,29,3.2195,101.623,1,0,0
725,COMP1,23/8/2020,328,1,29,29,3.2195,101.6228,0,1,0
726,COMP1,24/8/2020,329,1,29,29,3.2195,101.6228,0,0,0
727,COMP1,25/8/2020,330,1,29,29,3.2195,101.6231,1,1,1
728,COMP1,26/8/2020,331,1,29,29,3.2195,101.623,0,1,0
729,COMP1,27/8/2020,332,1,29,29,3.2195,101.6231,0,0,0
730,COMP1,28/8/2020,333,1,29,29,3.2195,101.6226,0,1,0
731,COMP1,29/8/2020,334,1,29,29,3.2195,101.6227,0,1,0
732,COMP1,30/8/2020,335,1,29,29,3.2195,101.6226,1,0,0
733,COMP1,31/8/2020,336,1,29,29,3.2195,101.623,1,0,0
734,COMP1,1/9/2020,337,2,29,58,3.2195,101.6231,1,1,1
735,COMP1,2/9/2020,338,1,29,29,3.2195,101.6226,1,1,1
736,COMP1,3/9/2020,339,2,29,58,3.2195,101.6226,0,0,0
737,COMP1,4/9/2020,340,2,29,58,3.2195,101.6231,0,0,0
738,COMP1,5/9/2020,341,1,29,29,3.2195,101.623,1,1,1
739,COMP1,6/9/2020,342,1,29,29,3.2195,101.6229,0,0,0
740,COMP1,7/9/2020,343,2,29,58,3.2195,101.6229,1,1,1
741,COMP1,8/9/2020,344,1,29,29,3.2195,101.6226,1,1,1
742,COMP1,9/9/2020,345,2,29,58,3.2195,101.623,0,0,0
743,COMP1,10/9/2020,346,2,29,58,3.2195,101.6226,1,1,1
744,COMP1,11/9/2020,347,2,29,58,3.2195,101.6231,1,0,0
745,COMP1,12/9/2020,348,1,29,29,3.2195,101.623,1,0,0
746,COMP1,13/9/2020,349,1,29,29,3.2195,101.6229,1,1,1
747,COMP1,14/9/2020,350,2,29,58,3.2195,101.6229,0,0,0
748,COMP1,15/9/2020,351,1,29,29,3.2195,101.6227,1,0,0
749,COMP1,16/9/2020,352,1,29,29,3.2195,101.6226,1,0,0
750,COMP1,17/9/2020,353,2,29,58,3.2195,101.6231,0,0,0
751,COMP1,18/9/2020,354,1,29,29,3.2195,101.6229,0,1,0
752,COMP1,19/9/2020,355,2,29,58,3.2195,101.6226,0,0,0
753,COMP1,20/9/2020,356,1,29,29,3.2195,101.623,1,1,1
754,COMP1,21/9/2020,357,2,29,58,3.2195,101.6227,1,0,0
755,COMP1,22/9/2020,358,1,29,29,3.2195,101.623,1,1,1
756,COMP1,23/9/2020,359,2,29,58,3.2195,101.6231,1,0,0
757,COMP1,24/9/2020,360,2,29,58,3.2195,101.6229,0,1,0
758,COMP1,25/9/2020,361,1,29,29,3.2195,101.6226,1,1,1
759,COMP1,26/9/2020,362,1,29,29,3.2195,101.6228,1,1,1
760,COMP1,27/9/2020,363,1,29,29,3.2195,101.6226,1,1,1
761,COMP1,28/9/2020,364,1,29,29,3.2195,101.623,1,0,0
762,COMP1,29/9/2020,365,2,29,58,3.2195,101.6229,0,0,0
763,COMP1,30/9/2020,366,1,29,29,3.2195,101.6229,1,1,1
764,COMP1,1/10/2020,367,3,29,87,3.2195,101.6229,1,1,1
765,COMP1,2/10/2020,368,3,29,87,3.2195,101.6231,1,1,1
766,COMP1,3/10/2020,369,2,29,58,3.2195,101.623,0,1,0
767,COMP1,4/10/2020,370,3,29,87,3.2195,101.6229,0,0,0
768,COMP1,5/10/2020,371,2,29,58,3.2195,101.6231,1,0,0
769,COMP1,6/10/2020,372,3,29,87,3.2195,101.6229,1,0,0
770,COMP1,7/10/2020,373,1,29,29,3.2195,101.6229,1,0,0
771,COMP1,8/10/2020,374,1,29,29,3.2195,101.6229,0,0,0
772,COMP1,9/10/2020,375,1,29,29,3.2195,101.6229,1,1,1
773,COMP1,10/10/2020,376,3,29,87,3.2195,101.6228,1,0,0
774,COMP1,11/10/2020,377,3,29,87,3.2195,101.6229,0,1,0
775,COMP1,12/10/2020,378,1,29,29,3.2195,101.6229,0,1,0
776,COMP1,13/10/2020,379,1,29,29,3.2195,101.6227,1,1,1
777,COMP1,14/10/2020,380,1,29,29,3.2195,101.6226,0,1,0
778,COMP1,15/10/2020,381,2,29,58,3.2195,101.6229,1,1,1
779,COMP1,16/10/2020,382,3,29,87,3.2195,101.6227,1,0,0
780,COMP1,17/10/2020,383,1,29,29,3.2195,101.6229,0,0,0
781,COMP1,18/10/2020,384,3,29,87,3.2195,101.6229,1,0,0
782,COMP1,19/10/2020,385,2,29,58,3.2195,101.6227,0,1,0
783,COMP1,20/10/2020,386,3,29,87,3.2195,101.6229,0,0,0
784,COMP1,21/10/2020,387,2,29,58,3.2195,101.6226,1,1,1
785,COMP1,22/10/2020,388,3,29,87,3.2195,101.6228,1,0,0
786,COMP1,23/10/2020,389,2,29,58,3.2195,101.6228,0,1,0
787,COMP1,24/10/2020,390,1,29,29,3.2195,101.6228,0,1,0
788,COMP1,25/10/2020,391,3,29,87,3.2195,101.6227,1,0,0
789,COMP1,26/10/2020,392,1,29,29,3.2195,101.6231,0,0,0
790,COMP1,27/10/2020,393,3,29,87,3.2195,101.6231,1,1,1
791,COMP1,28/10/2020,394,3,29,87,3.2195,101.6227,0,0,0
792,COMP1,29/10/2020,395,3,29,87,3.2195,101.6231,0,1,0
793,COMP1,30/10/2020,396,3,29,87,3.2195,101.6226,0,1,0
794,COMP1,31/10/2020,397,2,29,58,3.2195,101.6226,0,1,0
795,COMP2,1/10/2019,1,23,27.32,628.36,3.2206,101.6223,0,0,0
796,COMP2,2/10/2019,2,37,27.32,1010.84,3.2206,101.6224,1,0,0
797,COMP2,3/10/2019,3,30,27.32,819.6,3.2206,101.6222,1,1,1
798,COMP2,4/10/2019,4,35,27.32,956.2,3.2206,101.6222,0,0,0
799,COMP2,5/10/2019,5,32,27.32,874.24,3.2206,101.6224,1,1,1
800,COMP2,6/10/2019,6,14,27.32,382.48,3.2206,101.6224,1,1,1
801,COMP2,7/10/2019,7,25,27.32,683,3.2206,101.6227,0,1,0
802,COMP2,8/10/2019,8,16,27.32,437.12,3.2206,101.6225,1,0,0
803,COMP2,9/10/2019,9,36,27.32,983.52,3.2206,101.6226,0,0,0
804,COMP2,10/10/2019,10,17,27.32,464.44,3.2206,101.6222,1,1,1
805,COMP2,11/10/2019,11,19,27.32,519.08,3.2206,101.6227,1,1,1
806,COMP2,12/10/2019,12,25,27.32,683,3.2206,101.6223,1,0,0
807,COMP2,13/10/2019,13,29,27.32,792.28,3.2206,101.6223,1,1,1
808,COMP2,14/10/2019,14,28,27.32,764.96,3.2206,101.6224,1,1,1
809,COMP2,15/10/2019,15,2,27.32,54.64,3.2206,101.6226,0,0,0
810,COMP2,16/10/2019,16,26,27.32,710.32,3.2206,101.6223,0,1,0
811,COMP2,17/10/2019,17,34,27.32,928.88,3.2206,101.6225,1,0,0
812,COMP2,18/10/2019,18,20,27.32,546.4,3.2206,101.6226,0,1,0
813,COMP2,19/10/2019,19,21,27.32,573.72,3.2206,101.6227,1,1,1
814,COMP2,20/10/2019,20,36,27.32,983.52,3.2206,101.6226,1,0,0
815,COMP2,21/10/2019,21,27,27.32,737.64,3.2206,101.6227,1,1,1
816,COMP2,22/10/2019,22,25,27.32,683,3.2206,101.6226,0,0,0
817,COMP2,23/10/2019,23,23,27.32,628.36,3.2206,101.6224,1,0,0
818,COMP2,24/10/2019,24,25,27.32,683,3.2206,101.6227,1,1,1
819,COMP2,25/10/2019,25,34,27.32,928.88,3.2206,101.6224,1,0,0
820,COMP2,26/10/2019,26,12,27.32,327.84,3.2206,101.6226,0,1,0
821,COMP2,27/10/2019,27,15,27.32,409.8,3.2206,101.6222,1,0,0
822,COMP2,28/10/2019,28,10,27.32,273.2,3.2206,101.6227,1,1,1
823,COMP2,29/10/2019,29,28,27.32,764.96,3.2206,101.6226,1,0,0
824,COMP2,30/10/2019,30,35,27.32,956.2,3.2206,101.6223,0,1,0
825,COMP2,31/10/2019,31,36,27.32,983.52,3.2206,101.6222,0,1,0
826,COMP2,1/11/2019,32,6,27.32,163.92,3.2206,101.6223,1,1,1
827,COMP2,2/11/2019,33,26,27.32,710.32,3.2206,101.6226,0,0,0
828,COMP2,3/11/2019,34,38,27.32,1038.16,3.2206,101.6225,0,0,0
829,COMP2,4/11/2019,35,6,27.32,163.92,3.2206,101.6226,1,1,1
830,COMP2,5/11/2019,36,19,27.32,519.08,3.2206,101.6223,0,0,0
831,COMP2,6/11/2019,37,3,27.32,81.96,3.2206,101.6224,0,1,0
832,COMP2,7/11/2019,38,52,27.32,1420.64,3.2206,101.6222,0,1,0
833,COMP2,8/11/2019,39,5,27.32,136.6,3.2206,101.6225,0,0,0
834,COMP2,9/11/2019,40,36,27.32,983.52,3.2206,101.6225,1,1,1
835,COMP2,10/11/2019,41,17,27.32,464.44,3.2206,101.6226,0,1,0
836,COMP2,11/11/2019,42,20,27.32,546.4,3.2206,101.6223,0,1,0
837,COMP2,12/11/2019,43,1,27.32,27.32,3.2206,101.6227,1,1,1
838,COMP2,13/11/2019,44,3,27.32,81.96,3.2206,101.6224,0,0,0
839,COMP2,14/11/2019,45,21,27.32,573.72,3.2206,101.6222,0,0,0
840,COMP2,15/11/2019,46,18,27.32,491.76,3.2206,101.6227,1,1,1
841,COMP2,16/11/2019,47,56,27.32,1529.92,3.2206,101.6224,1,0,0
842,COMP2,17/11/2019,48,30,27.32,819.6,3.2206,101.6225,1,1,1
843,COMP2,18/11/2019,49,49,27.32,1338.68,3.2206,101.6224,1,0,0
844,COMP2,19/11/2019,50,53,27.32,1447.96,3.2206,101.6226,0,1,0
845,COMP2,20/11/2019,51,30,27.32,819.6,3.2206,101.6222,0,1,0
846,COMP2,21/11/2019,52,21,27.32,573.72,3.2206,101.6227,1,1,1
847,COMP2,22/11/2019,53,7,27.32,191.24,3.2206,101.6224,0,1,0
848,COMP2,23/11/2019,54,20,27.32,546.4,3.2206,101.6223,1,1,1
849,COMP2,24/11/2019,55,47,27.32,1284.04,3.2206,101.6223,0,0,0
850,COMP2,25/11/2019,56,15,27.32,409.8,3.2206,101.6224,1,1,1
851,COMP2,26/11/2019,57,34,27.32,928.88,3.2206,101.6227,0,1,0
852,COMP2,27/11/2019,58,23,27.32,628.36,3.2206,101.6224,0,0,0
853,COMP2,28/11/2019,59,49,27.32,1338.68,3.2206,101.6226,0,0,0
854,COMP2,29/11/2019,60,24,27.32,655.68,3.2206,101.6226,0,0,0
855,COMP2,30/11/2019,61,17,27.32,464.44,3.2206,101.6222,0,1,0
856,COMP2,1/12/2019,62,49,27.32,1338.68,3.2206,101.6222,0,0,0
857,COMP2,2/12/2019,63,42,27.32,1147.44,3.2206,101.6227,0,0,0
858,COMP2,3/12/2019,64,73,27.32,1994.36,3.2206,101.6226,1,1,1
859,COMP2,4/12/2019,65,17,27.32,464.44,3.2206,101.6227,0,1,0
860,COMP2,5/12/2019,66,25,27.32,683,3.2206,101.6225,0,1,0
861,COMP2,6/12/2019,67,57,27.32,1557.24,3.2206,101.6227,1,1,1
862,COMP2,7/12/2019,68,68,27.32,1857.76,3.2206,101.6223,0,0,0
863,COMP2,8/12/2019,69,74,27.32,2021.68,3.2206,101.6223,0,0,0
864,COMP2,9/12/2019,70,36,27.32,983.52,3.2206,101.6226,0,0,0
865,COMP2,10/12/2019,71,55,27.32,1502.6,3.2206,101.6222,1,1,1
866,COMP2,11/12/2019,72,26,27.32,710.32,3.2206,101.6223,1,1,1
867,COMP2,12/12/2019,73,71,27.32,1939.72,3.2206,101.6223,0,1,0
868,COMP2,13/12/2019,74,63,27.32,1721.16,3.2206,101.6222,1,1,1
869,COMP2,14/12/2019,75,54,27.32,1475.28,3.2206,101.6227,0,1,0
870,COMP2,15/12/2019,76,73,27.32,1994.36,3.2206,101.6222,1,0,0
871,COMP2,16/12/2019,77,5,27.32,136.6,3.2206,101.6222,0,0,0
872,COMP2,17/12/2019,78,77,27.32,2103.64,3.2206,101.6225,0,0,0
873,COMP2,18/12/2019,79,18,27.32,491.76,3.2206,101.6222,0,0,0
874,COMP2,19/12/2019,80,55,27.32,1502.6,3.2206,101.6223,0,1,0
875,COMP2,20/12/2019,81,51,27.32,1393.32,3.2206,101.6222,0,1,0
